Date  ,Open  ,High  ,Low  ,Close      Close price adjusted for splits.   ,Adj Close      Adjusted close price adjusted for splits and dividend and/or capital gain distributions.   ,Volume  
"Oct 30, 2024","2,637.64","2,720.27","2,600.61","2,657.37","2,657.37","22,382,690,746"
"Oct 29, 2024","2,565.42","2,680.05","2,560.15","2,637.96","2,637.96","22,185,845,095"
"Oct 28, 2024","2,505.59","2,587.43","2,470.27","2,565.35","2,565.35","18,971,841,402"
"Oct 27, 2024","2,479.94","2,523.17","2,462.27","2,505.94","2,505.94","9,801,434,566"
"Oct 26, 2024","2,436.05","2,503.23","2,427.46","2,479.60","2,479.60","13,597,102,184"
"Oct 25, 2024","2,534.45","2,563.73","2,381.45","2,435.93","2,435.93","22,560,233,078"
"Oct 24, 2024","2,523.61","2,559.15","2,506.72","2,534.50","2,534.50","16,128,627,601"
"Oct 23, 2024","2,620.09","2,624.45","2,457.17","2,509.10","2,509.10","17,876,984,551"
"Oct 22, 2024","2,665.66","2,669.79","2,605.62","2,620.20","2,620.20","15,541,911,074"
"Oct 21, 2024","2,746.31","2,765.55","2,655.29","2,665.71","2,665.71","17,328,615,363"
"Oct 20, 2024","2,648.67","2,756.44","2,635.95","2,746.36","2,746.36","14,559,296,242"
"Oct 19, 2024","2,641.49","2,661.87","2,631.66","2,648.66","2,648.66","8,557,834,553"
"Oct 18, 2024","2,604.81","2,674.37","2,595.96","2,641.55","2,641.55","17,043,738,652"
"Oct 17, 2024","2,611.19","2,646.87","2,577.31","2,604.27","2,604.27","15,150,712,321"
"Oct 16, 2024","2,606.02","2,644.85","2,589.61","2,611.10","2,611.10","17,012,396,419"
"Oct 15, 2024","2,629.02","2,685.17","2,537.94","2,606.02","2,606.02","22,003,780,898"
"Oct 14, 2024","2,467.65","2,652.88","2,443.55","2,628.90","2,628.90","21,434,687,898"
"Oct 13, 2024","2,476.52","2,484.13","2,436.97","2,467.68","2,467.68","9,189,490,605"
"Oct 12, 2024","2,436.52","2,488.24","2,434.20","2,476.52","2,476.52","9,372,169,184"
"Oct 11, 2024","2,383.94","2,470.40","2,380.50","2,436.51","2,436.51","13,489,061,564"
"Oct 10, 2024","2,368.27","2,417.29","2,329.78","2,383.86","2,383.86","15,327,769,940"
"Oct 9, 2024","2,439.84","2,470.91","2,350.95","2,368.28","2,368.28","14,954,047,093"
"Oct 8, 2024","2,421.98","2,464.13","2,400.51","2,439.84","2,439.84","14,067,361,080"
"Oct 7, 2024","2,439.94","2,520.41","2,405.13","2,421.80","2,421.80","17,414,044,416"
"Oct 6, 2024","2,415.53","2,456.63","2,407.10","2,439.96","2,439.96","8,458,690,205"
"Oct 5, 2024","2,414.85","2,427.52","2,390.84","2,415.63","2,415.63","8,152,969,183"
"Oct 4, 2024","2,349.73","2,440.24","2,339.87","2,414.79","2,414.79","14,879,264,082"
"Oct 3, 2024","2,365.21","2,402.86","2,311.03","2,349.79","2,349.79","18,051,447,791"
"Oct 2, 2024","2,448.88","2,498.12","2,354.54","2,365.23","2,365.23","20,148,256,472"
"Oct 1, 2024","2,603.26","2,657.62","2,415.08","2,448.92","2,448.92","25,482,371,785"
"Sep 30, 2024","2,659.29","2,662.49","2,576.98","2,603.06","2,603.06","17,826,446,789"
"Sep 29, 2024","2,677.63","2,683.45","2,635.58","2,659.35","2,659.35","11,126,215,671"
"Sep 28, 2024","2,695.82","2,704.93","2,652.25","2,677.54","2,677.54","10,252,590,559"
"Sep 27, 2024","2,632.24","2,728.07","2,616.95","2,695.90","2,695.90","17,023,020,294"
"Sep 26, 2024","2,579.22","2,665.99","2,559.95","2,632.20","2,632.20","17,336,033,595"
"Sep 25, 2024","2,654.36","2,672.46","2,557.72","2,579.39","2,579.39","14,119,729,962"
"Sep 24, 2024","2,648.48","2,671.28","2,593.15","2,654.35","2,654.35","16,658,812,503"
"Sep 23, 2024","2,582.77","2,701.68","2,541.91","2,648.55","2,648.55","19,912,841,456"
"Sep 22, 2024","2,615.85","2,632.04","2,528.52","2,582.86","2,582.86","13,180,663,011"
"Sep 21, 2024","2,560.88","2,621.62","2,530.84","2,615.86","2,615.86","10,797,825,021"
"Sep 20, 2024","2,464.78","2,571.99","2,439.38","2,561.07","2,561.07","19,112,788,620"
"Sep 19, 2024","2,369.37","2,492.20","2,369.37","2,464.75","2,464.75","18,437,147,349"
"Sep 18, 2024","2,341.73","2,369.73","2,278.66","2,369.73","2,369.73","18,159,056,422"
"Sep 17, 2024","2,295.28","2,392.15","2,263.79","2,341.71","2,341.71","15,356,783,863"
"Sep 16, 2024","2,320.89","2,334.79","2,253.72","2,295.28","2,295.28","16,819,033,263"
"Sep 15, 2024","2,418.27","2,430.38","2,286.63","2,320.90","2,320.90","10,155,470,375"
"Sep 14, 2024","2,441.58","2,442.63","2,386.98","2,418.60","2,418.60","8,170,291,680"
"Sep 13, 2024","2,361.74","2,462.80","2,338.14","2,441.61","2,441.61","13,759,640,866"
"Sep 12, 2024","2,339.84","2,390.19","2,316.16","2,361.78","2,361.78","12,162,634,681"
"Sep 11, 2024","2,389.60","2,389.72","2,279.05","2,339.84","2,339.84","15,355,180,967"
"Sep 10, 2024","2,358.50","2,398.50","2,323.07","2,389.58","2,389.58","12,795,818,970"
"Sep 9, 2024","2,297.90","2,379.79","2,274.12","2,358.48","2,358.48","15,887,712,451"
"Sep 8, 2024","2,274.44","2,332.36","2,243.91","2,297.29","2,297.29","10,718,443,487"
"Sep 7, 2024","2,223.93","2,310.19","2,222.10","2,274.11","2,274.11","11,124,608,320"
"Sep 6, 2024","2,367.70","2,406.51","2,150.86","2,223.88","2,223.88","25,825,618,367"
"Sep 5, 2024","2,448.99","2,465.39","2,348.86","2,367.74","2,367.74","13,632,325,040"
"Sep 4, 2024","2,420.19","2,488.92","2,313.27","2,448.98","2,448.98","16,709,600,747"
"Sep 3, 2024","2,538.16","2,552.80","2,419.88","2,420.60","2,420.60","11,406,800,197"
"Sep 2, 2024","2,427.97","2,563.09","2,426.10","2,538.19","2,538.19","12,520,444,224"
"Sep 1, 2024","2,513.42","2,515.47","2,401.89","2,427.90","2,427.90","11,800,443,265"
"Aug 31, 2024","2,525.86","2,532.39","2,493.71","2,513.39","2,513.39","6,646,876,013"
"Aug 30, 2024","2,528.73","2,539.92","2,432.83","2,525.82","2,525.82","15,526,218,255"
"Aug 29, 2024","2,528.36","2,595.98","2,507.50","2,528.79","2,528.79","13,946,434,277"
"Aug 28, 2024","2,458.90","2,553.82","2,422.29","2,528.42","2,528.42","20,359,545,410"
"Aug 27, 2024","2,681.62","2,700.15","2,401.18","2,458.73","2,458.73","18,028,996,056"
"Aug 26, 2024","2,749.25","2,763.00","2,668.89","2,681.34","2,681.34","12,282,035,835"
"Aug 25, 2024","2,769.10","2,793.01","2,736.09","2,749.16","2,749.16","9,375,535,539"
"Aug 24, 2024","2,765.48","2,820.02","2,737.78","2,769.39","2,769.39","11,765,811,307"
"Aug 23, 2024","2,622.92","2,799.33","2,622.58","2,764.45","2,764.45","16,857,181,970"
"Aug 22, 2024","2,630.86","2,644.82","2,587.11","2,622.95","2,622.95","10,723,280,428"
"Aug 21, 2024","2,573.11","2,662.95","2,538.66","2,631.40","2,631.40","12,766,015,263"
"Aug 20, 2024","2,637.31","2,695.91","2,556.75","2,573.11","2,573.11","13,249,483,464"
"Aug 19, 2024","2,612.72","2,648.28","2,566.40","2,637.31","2,637.31","11,968,963,282"
"Aug 18, 2024","2,614.11","2,684.03","2,596.74","2,613.36","2,613.36","9,207,267,415"
"Aug 17, 2024","2,593.17","2,626.67","2,588.79","2,614.55","2,614.55","6,676,568,717"
"Aug 16, 2024","2,570.09","2,629.38","2,553.07","2,593.19","2,593.19","13,275,561,555"
"Aug 15, 2024","2,662.89","2,675.31","2,518.67","2,570.09","2,570.09","16,345,801,912"
"Aug 14, 2024","2,703.59","2,775.28","2,636.71","2,662.91","2,662.91","15,825,365,408"
"Aug 13, 2024","2,724.30","2,737.99","2,613.80","2,703.67","2,703.67","16,383,053,029"
"Aug 12, 2024","2,553.50","2,749.14","2,513.39","2,724.43","2,724.43","21,653,090,666"
"Aug 11, 2024","2,609.97","2,718.80","2,544.17","2,553.25","2,553.25","13,595,441,987"
"Aug 10, 2024","2,599.58","2,642.93","2,580.66","2,610.02","2,610.02","9,361,014,219"
"Aug 9, 2024","2,683.72","2,706.45","2,555.23","2,599.60","2,599.60","17,907,141,655"
"Aug 8, 2024","2,336.92","2,721.95","2,322.53","2,683.35","2,683.35","23,468,291,180"
"Aug 7, 2024","2,458.99","2,551.56","2,312.17","2,336.59","2,336.59","24,264,218,606"
"Aug 6, 2024","2,417.27","2,553.58","2,416.53","2,458.72","2,458.72","26,041,995,921"
"Aug 5, 2024","2,686.03","2,695.89","2,122.55","2,417.21","2,417.21","67,668,132,244"
"Aug 4, 2024","2,903.09","2,931.47","2,639.57","2,686.40","2,686.40","21,139,601,426"
"Aug 3, 2024","2,985.95","3,015.30","2,861.18","2,903.39","2,903.39","17,844,091,431"
"Aug 2, 2024","3,201.60","3,214.53","2,965.73","2,986.01","2,986.01","21,400,241,741"
"Aug 1, 2024","3,231.25","3,241.78","3,078.54","3,201.56","3,201.56","20,217,639,556"
"Jul 31, 2024","3,278.69","3,347.64","3,216.07","3,231.30","3,231.30","16,135,380,637"
"Jul 30, 2024","3,320.64","3,365.32","3,235.76","3,278.67","3,278.67","14,045,773,047"
"Jul 29, 2024","3,271.45","3,396.63","3,257.72","3,320.54","3,320.54","18,334,852,719"
"Jul 28, 2024","3,247.51","3,283.15","3,201.76","3,271.46","3,271.46","8,959,236,446"
"Jul 27, 2024","3,275.89","3,327.43","3,195.36","3,247.61","3,247.61","15,198,233,287"
"Jul 26, 2024","3,174.05","3,285.76","3,172.78","3,275.95","3,275.95","15,993,893,521"
"Jul 25, 2024","3,336.36","3,341.44","3,088.76","3,174.43","3,174.43","25,293,745,810"
"Jul 24, 2024","3,482.15","3,487.65","3,304.04","3,336.34","3,336.34","16,040,945,448"
"Jul 23, 2024","3,440.77","3,539.53","3,395.42","3,482.00","3,482.00","24,468,405,650"
"Jul 22, 2024","3,536.63","3,560.08","3,425.80","3,440.42","3,440.42","18,723,199,034"
"Jul 21, 2024","3,519.43","3,546.62","3,415.44","3,536.61","3,536.61","13,845,913,681"
"Jul 20, 2024","3,505.72","3,539.90","3,482.49","3,519.30","3,519.30","10,360,198,325"
"Jul 19, 2024","3,425.91","3,540.59","3,377.88","3,505.73","3,505.73","17,705,629,736"
"Jul 18, 2024","3,388.03","3,488.72","3,374.99","3,426.26","3,426.26","15,035,622,003"
"Jul 17, 2024","3,446.74","3,516.10","3,379.10","3,388.75","3,388.75","16,739,123,962"
"Jul 16, 2024","3,486.14","3,498.22","3,351.78","3,443.51","3,443.51","20,446,664,416"
"Jul 15, 2024","3,246.13","3,494.10","3,235.78","3,489.55","3,489.55","18,305,490,390"
"Jul 14, 2024","3,176.74","3,266.49","3,166.43","3,244.08","3,244.08","10,517,709,666"
"Jul 13, 2024","3,134.55","3,199.99","3,115.08","3,177.20","3,177.20","8,565,105,946"
"Jul 12, 2024","3,099.99","3,154.60","3,048.51","3,134.16","3,134.16","12,751,638,331"
"Jul 11, 2024","3,101.34","3,208.94","3,057.22","3,100.33","3,100.33","15,230,095,766"
"Jul 10, 2024","3,066.14","3,148.41","3,026.61","3,102.22","3,102.22","14,578,679,176"
"Jul 9, 2024","3,018.80","3,105.80","3,005.52","3,064.03","3,064.03","15,269,945,822"
"Jul 8, 2024","2,929.86","3,090.66","2,826.48","3,018.73","3,018.73","22,627,377,457"
"Jul 7, 2024","3,067.41","3,072.81","2,923.96","2,929.39","2,929.39","10,857,947,538"
"Jul 6, 2024","2,981.99","3,080.11","2,957.40","3,069.38","3,069.38","11,586,293,705"
"Jul 5, 2024","3,057.83","3,106.15","2,826.01","2,981.60","2,981.60","31,131,942,647"
"Jul 4, 2024","3,291.82","3,309.20","3,054.52","3,054.52","3,054.52","20,252,514,386"
"Jul 3, 2024","3,416.25","3,426.33","3,254.52","3,292.92","3,292.92","16,121,324,440"
"Jul 2, 2024","3,439.38","3,459.76","3,399.03","3,416.35","3,416.35","9,421,757,718"
"Jul 1, 2024","3,432.61","3,513.31","3,425.32","3,440.34","3,440.34","12,281,551,839"
"Jun 30, 2024","3,373.08","3,453.21","3,352.28","3,432.89","3,432.89","8,396,416,013"
"Jun 29, 2024","3,373.69","3,401.73","3,369.55","3,372.97","3,372.97","6,584,792,001"
"Jun 28, 2024","3,445.50","3,482.96","3,363.44","3,373.64","3,373.64","12,861,158,844"
"Jun 27, 2024","3,368.89","3,470.92","3,362.26","3,444.80","3,444.80","11,771,834,016"
"Jun 26, 2024","3,394.37","3,421.51","3,328.39","3,369.48","3,369.48","11,694,054,195"
"Jun 25, 2024","3,350.56","3,422.21","3,335.56","3,395.03","3,395.03","13,235,546,063"
"Jun 24, 2024","3,418.78","3,430.70","3,244.24","3,350.26","3,350.26","23,137,744,903"
"Jun 23, 2024","3,494.95","3,519.32","3,408.58","3,418.61","3,418.61","9,418,141,333"
"Jun 22, 2024","3,516.55","3,519.50","3,477.17","3,494.81","3,494.81","7,423,703,673"
"Jun 21, 2024","3,511.27","3,542.96","3,447.94","3,516.08","3,516.08","15,933,353,456"
"Jun 20, 2024","3,559.35","3,623.89","3,485.46","3,511.09","3,511.09","16,115,123,753"
"Jun 19, 2024","3,482.35","3,583.32","3,466.48","3,559.35","3,559.35","15,275,373,778"
"Jun 18, 2024","3,510.57","3,514.18","3,371.59","3,483.68","3,483.68","21,022,514,455"
"Jun 17, 2024","3,622.38","3,634.29","3,468.15","3,511.38","3,511.38","17,838,856,988"
"Jun 16, 2024","3,566.76","3,648.09","3,541.53","3,620.56","3,620.56","9,878,388,158"
"Jun 15, 2024","3,479.79","3,589.89","3,473.45","3,565.55","3,565.55","12,733,651,076"
"Jun 14, 2024","3,467.97","3,528.60","3,366.22","3,480.27","3,480.27","15,793,876,596"
"Jun 13, 2024","3,559.73","3,559.73","3,431.33","3,469.28","3,469.28","14,472,382,154"
"Jun 12, 2024","3,497.90","3,652.49","3,463.78","3,559.62","3,559.62","17,142,905,351"
"Jun 11, 2024","3,666.36","3,669.89","3,434.75","3,498.33","3,498.33","19,184,721,538"
"Jun 10, 2024","3,705.88","3,711.43","3,648.16","3,666.72","3,666.72","10,377,300,126"
"Jun 9, 2024","3,680.94","3,719.37","3,668.12","3,705.90","3,705.90","7,910,768,788"
"Jun 8, 2024","3,677.40","3,707.50","3,669.64","3,680.95","3,680.95","9,096,091,805"
"Jun 7, 2024","3,811.67","3,838.45","3,615.28","3,678.63","3,678.63","18,220,286,186"
"Jun 6, 2024","3,864.26","3,878.05","3,761.78","3,811.61","3,811.61","13,606,583,873"
"Jun 5, 2024","3,812.56","3,887.49","3,778.66","3,864.26","3,864.26","15,480,034,434"
"Jun 4, 2024","3,766.48","3,831.36","3,738.13","3,812.52","3,812.52","13,331,489,271"
"Jun 3, 2024","3,780.85","3,848.60","3,758.92","3,766.39","3,766.39","14,082,454,300"
"Jun 2, 2024","3,813.28","3,834.91","3,752.41","3,780.90","3,780.90","11,126,903,059"
"Jun 1, 2024","3,759.88","3,829.29","3,749.84","3,813.20","3,813.20","8,661,024,535"
"May 31, 2024","3,746.86","3,843.86","3,723.84","3,760.03","3,760.03","15,290,700,646"
"May 30, 2024","3,763.36","3,823.64","3,702.26","3,746.85","3,746.85","15,065,849,797"
"May 29, 2024","3,840.24","3,880.65","3,742.04","3,763.20","3,763.20","17,411,416,736"
"May 28, 2024","3,892.10","3,924.90","3,771.21","3,840.26","3,840.26","19,846,044,324"
"May 27, 2024","3,826.13","3,973.56","3,821.93","3,892.01","3,892.01","18,949,181,813"
"May 26, 2024","3,749.18","3,879.47","3,732.02","3,825.90","3,825.90","14,650,794,791"
"May 25, 2024","3,726.98","3,776.01","3,710.53","3,749.24","3,749.24","10,000,027,764"
"May 24, 2024","3,776.99","3,825.12","3,631.99","3,726.93","3,726.93","22,257,061,429"
"May 23, 2024","3,737.18","3,943.55","3,552.64","3,776.93","3,776.93","45,623,656,317"
"May 22, 2024","3,789.37","3,810.95","3,655.08","3,737.22","3,737.22","25,155,809,461"
"May 21, 2024","3,663.01","3,837.37","3,628.10","3,789.31","3,789.31","37,643,853,967"
"May 20, 2024","3,071.86","3,690.81","3,050.30","3,663.86","3,663.86","31,228,143,948"
"May 19, 2024","3,122.82","3,137.15","3,056.75","3,071.84","3,071.84","8,747,800,800"
"May 18, 2024","3,094.55","3,146.79","3,087.70","3,122.95","3,122.95","9,407,051,320"
"May 17, 2024","2,945.14","3,120.30","2,934.11","3,094.12","3,094.12","14,449,438,097"
"May 16, 2024","3,036.01","3,041.81","2,925.09","2,945.13","2,945.13","13,035,465,176"
"May 15, 2024","2,881.22","3,041.60","2,864.74","3,037.06","3,037.06","14,666,902,956"
"May 14, 2024","2,949.21","2,959.55","2,863.55","2,881.16","2,881.16","12,444,516,140"
"May 13, 2024","2,928.81","2,994.87","2,865.13","2,949.36","2,949.36","13,352,264,795"
"May 12, 2024","2,911.66","2,953.05","2,902.20","2,928.70","2,928.70","5,908,941,395"
"May 11, 2024","2,909.85","2,942.18","2,888.08","2,911.60","2,911.60","6,795,916,454"
"May 10, 2024","3,036.23","3,052.73","2,881.00","2,909.79","2,909.79","12,278,653,601"
"May 9, 2024","2,973.97","3,057.96","2,951.22","3,036.02","3,036.02","10,861,947,179"
"May 8, 2024","3,006.32","3,037.20","2,938.47","2,973.66","2,973.66","11,791,662,158"
"May 7, 2024","3,062.75","3,129.08","3,003.01","3,006.58","3,006.58","11,743,187,337"
"May 6, 2024","3,137.51","3,220.15","3,048.24","3,062.73","3,062.73","13,008,587,255"
"May 5, 2024","3,117.64","3,170.06","3,075.59","3,137.25","3,137.25","8,783,447,639"
"May 4, 2024","3,103.62","3,167.54","3,096.27","3,117.58","3,117.58","8,283,229,638"
"May 3, 2024","2,988.13","3,127.16","2,960.18","3,103.54","3,103.54","12,862,183,229"
"May 2, 2024","2,969.79","3,015.05","2,894.33","2,988.17","2,988.17","13,163,903,903"
"May 1, 2024","3,011.02","3,020.17","2,815.92","2,969.78","2,969.78","20,005,057,445"
"Apr 30, 2024","3,215.38","3,249.38","2,918.23","3,012.29","3,012.29","18,266,894,653"
"Apr 29, 2024","3,262.34","3,285.47","3,116.20","3,215.43","3,215.43","15,032,246,816"
"Apr 28, 2024","3,252.25","3,351.18","3,249.15","3,262.77","3,262.77","11,379,192,678"
"Apr 27, 2024","3,129.73","3,279.45","3,071.34","3,252.17","3,252.17","11,820,785,577"
"Apr 26, 2024","3,156.38","3,166.19","3,103.10","3,130.16","3,130.16","10,622,333,862"
"Apr 25, 2024","3,139.62","3,190.98","3,074.80","3,156.51","3,156.51","13,989,030,260"
"Apr 24, 2024","3,219.96","3,292.92","3,105.98","3,139.81","3,139.81","14,000,234,760"
"Apr 23, 2024","3,201.59","3,264.42","3,154.59","3,219.91","3,219.91","11,054,442,653"
"Apr 22, 2024","3,147.66","3,236.66","3,131.37","3,201.65","3,201.65","12,063,858,733"
"Apr 21, 2024","3,157.57","3,197.51","3,119.55","3,147.29","3,147.29","9,394,387,894"
"Apr 20, 2024","3,059.48","3,170.67","3,021.78","3,157.63","3,157.63","9,918,642,130"
"Apr 19, 2024","3,065.95","3,127.11","2,868.80","3,059.28","3,059.28","20,399,982,867"
"Apr 18, 2024","2,984.71","3,094.84","2,956.13","3,066.03","3,066.03","15,183,777,035"
"Apr 17, 2024","3,084.92","3,123.67","2,918.55","2,984.73","2,984.73","17,711,869,375"
"Apr 16, 2024","3,101.14","3,127.16","2,997.75","3,084.92","3,084.92","19,441,391,169"
"Apr 15, 2024","3,156.83","3,277.56","3,026.54","3,101.60","3,101.60","21,925,843,181"
"Apr 14, 2024","3,005.55","3,174.67","2,914.42","3,156.94","3,156.94","25,486,284,994"
"Apr 13, 2024","3,242.94","3,299.66","2,862.39","3,004.90","3,004.90","29,930,408,174"
"Apr 12, 2024","3,505.33","3,552.59","3,103.43","3,243.03","3,243.03","22,104,869,556"
"Apr 11, 2024","3,543.45","3,616.19","3,477.17","3,505.25","3,505.25","14,076,734,489"
"Apr 10, 2024","3,505.16","3,561.52","3,415.18","3,543.74","3,543.74","16,872,482,726"
"Apr 9, 2024","3,695.34","3,724.92","3,455.11","3,505.16","3,505.16","18,279,773,833"
"Apr 8, 2024","3,453.50","3,727.62","3,409.51","3,695.29","3,695.29","19,055,143,129"
"Apr 7, 2024","3,354.21","3,458.51","3,346.11","3,453.49","3,453.49","9,931,108,526"
"Apr 6, 2024","3,318.86","3,397.59","3,308.98","3,354.18","3,354.18","8,956,926,798"
"Apr 5, 2024","3,330.01","3,345.67","3,214.24","3,318.89","3,318.89","15,214,447,092"
"Apr 4, 2024","3,311.50","3,443.21","3,253.32","3,330.04","3,330.04","14,476,330,517"
"Apr 3, 2024","3,277.32","3,368.11","3,205.65","3,311.44","3,311.44","16,010,734,587"
"Apr 2, 2024","3,504.82","3,506.96","3,215.99","3,277.23","3,277.23","22,076,539,151"
"Apr 1, 2024","3,647.82","3,648.13","3,418.70","3,505.03","3,505.03","16,002,098,681"
"Mar 31, 2024","3,507.95","3,655.22","3,507.24","3,647.86","3,647.86","10,499,881,424"
"Mar 30, 2024","3,511.83","3,566.08","3,489.90","3,507.94","3,507.94","9,389,066,783"
"Mar 29, 2024","3,561.01","3,583.70","3,475.73","3,511.81","3,511.81","12,712,701,619"
"Mar 28, 2024","3,500.22","3,609.71","3,465.33","3,561.29","3,561.29","16,419,674,157"
"Mar 27, 2024","3,587.31","3,664.38","3,460.39","3,500.12","3,500.12","18,753,082,145"
"Mar 26, 2024","3,591.09","3,678.79","3,545.43","3,587.50","3,587.50","18,505,553,577"
"Mar 25, 2024","3,454.89","3,657.12","3,421.79","3,590.88","3,590.88","18,603,921,705"
"Mar 24, 2024","3,336.67","3,470.34","3,301.28","3,454.64","3,454.64","12,156,660,941"
"Mar 23, 2024","3,335.59","3,433.76","3,273.12","3,336.59","3,336.59","13,242,137,554"
"Mar 22, 2024","3,492.90","3,541.90","3,254.97","3,333.69","3,333.69","20,574,952,329"
"Mar 21, 2024","3,514.02","3,586.91","3,412.22","3,492.99","3,492.99","22,213,647,922"
"Mar 20, 2024","3,158.40","3,534.83","3,059.65","3,513.39","3,513.39","36,605,316,331"
"Mar 19, 2024","3,518.35","3,546.58","3,149.29","3,157.62","3,157.62","34,166,976,701"
"Mar 18, 2024","3,642.30","3,642.50","3,456.09","3,517.99","3,517.99","21,162,220,224"
"Mar 17, 2024","3,523.03","3,676.26","3,414.17","3,642.41","3,642.41","19,938,757,095"
